tag	subtag	field	subfield
658	b	INDEX TERM--CURRICULUM OBJECTIVE (R)	Subordinate curriculum objective (R)
658	c	INDEX TERM--CURRICULUM OBJECTIVE (R)	Curriculum code (NR)
658	d	INDEX TERM--CURRICULUM OBJECTIVE (R)	Correlation factor (NR)
662	0	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Authority record control number or standard number (R)
662	1	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Real World Object URI (R)
662	2	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Source of heading or term (NR)
662	4	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Relationship (R)
662	6	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Linkage (NR)
662	8	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Field link and sequence number (R)
662	a	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Country or larger entity (R)
662	b	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	First-order political jurisdiction (NR)
662	c	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Intermediate political jurisdiction (R)
662	d	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	City (NR)
662	e	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Relator term (R)
662	f	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	City subsection (R)
662	g	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Other nonjurisdictional geographic region and feature (R)
662	h	SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Extraterrestrial area (R)
688	0	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Authority record control number or standard number (R)
688	1	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Real World Object URI (R)
688	2	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Source of name, title, or term (NR)
688	3	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Materials specified (NR)
688	4	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Relationship (R)
688	6	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Linkage (NR)
688	8	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Field link and sequence number (R)
688	a	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Name, title, or term (NR)
688	e	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Relator term (R)
688	g	SUBJECT ADDED ENTRY--TYPE OF ENTITY UNSPECIFIED (R)	Miscellaneous information (R)
700	0	ADDED ENTRY--PERSONAL NAME (R)	Authority record control number or standard number (R)
700	1	ADDED ENTRY--PERSONAL NAME (R)	Real World Object URI (R)
700	2	ADDED ENTRY--PERSONAL NAME (R)	Source of heading or term (NR)
700	3	ADDED ENTRY--PERSONAL NAME (R)	Materials specified (NR)
700	4	ADDED ENTRY--PERSONAL NAME (R)	Relationship (R)
700	5	ADDED ENTRY--PERSONAL NAME (R)	Institution to which field applies (NR)
700	6	ADDED ENTRY--PERSONAL NAME (R)	Linkage (NR)
700	8	ADDED ENTRY--PERSONAL NAME (R)	Field link and sequence number (R)
700	a	ADDED ENTRY--PERSONAL NAME (R)	Personal name (NR)
700	b	ADDED ENTRY--PERSONAL NAME (R)	Numeration (NR)
700	c	ADDED ENTRY--PERSONAL NAME (R)	Titles and other words associated with a name (R)
700	d	ADDED ENTRY--PERSONAL NAME (R)	Dates associated with a name (NR)
700	e	ADDED ENTRY--PERSONAL NAME (R)	Relator term (R)
700	f	ADDED ENTRY--PERSONAL NAME (R)	Date of a work (NR)
700	g	ADDED ENTRY--PERSONAL NAME (R)	Miscellaneous information (R)
700	h	ADDED ENTRY--PERSONAL NAME (R)	Medium (NR)
700	i	ADDED ENTRY--PERSONAL NAME (R)	Relationship information (R)
700	j	ADDED ENTRY--PERSONAL NAME (R)	Attribution qualifier (R)
700	k	ADDED ENTRY--PERSONAL NAME (R)	Form subheading (R)
700	l	ADDED ENTRY--PERSONAL NAME (R)	Language of a work (NR)
700	m	ADDED ENTRY--PERSONAL NAME (R)	Medium of performance for music (R)
700	n	ADDED ENTRY--PERSONAL NAME (R)	Number of part/section of a work (R)
700	o	ADDED ENTRY--PERSONAL NAME (R)	Arranged statement for music (NR)
700	p	ADDED ENTRY--PERSONAL NAME (R)	Name of part/section of a work (R)
700	q	ADDED ENTRY--PERSONAL NAME (R)	Fuller form of name (NR)
700	r	ADDED ENTRY--PERSONAL NAME (R)	Key for music (NR)
700	s	ADDED ENTRY--PERSONAL NAME (R)	Version (R)
700	t	ADDED ENTRY--PERSONAL NAME (R)	Title of a work (NR)
700	u	ADDED ENTRY--PERSONAL NAME (R)	Affiliation (NR)
700	x	ADDED ENTRY--PERSONAL NAME (R)	International Standard Serial Number (NR)
705	a	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Personal name (NR)
705	b	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Numeration (NR)
705	c	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Titles and other words associated with a name (R)
705	d	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Dates associated with a name (NR)
705	e	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Relator term (R)
705	f	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Date of a work (NR)
705	g	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Miscellaneous information (R)
705	h	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Medium (NR)
705	k	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Form subheading (R)
705	l	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Language of a work (NR)
705	m	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Medium of performance for music (R)
705	n	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Number of part/section of a work (R)
705	o	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Arranged statement for music (NR)
705	p	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Name of part/section of a work (R)
705	r	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Key for music (NR)
705	s	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Version (NR)
705	t	ADDED ENTRY--PERSONAL NAME (PERFORMER) (MU) [OBSOLETE]	Title of a work (NR)
710	0	ADDED ENTRY--CORPORATE NAME (R)	Authority record control number or standard number (R)
710	1	ADDED ENTRY--CORPORATE NAME (R)	Real World Object URI (R)
710	2	ADDED ENTRY--CORPORATE NAME (R)	Source of heading or term (NR)
710	3	ADDED ENTRY--CORPORATE NAME (R)	Materials specified (NR)
710	4	ADDED ENTRY--CORPORATE NAME (R)	Relationship (R)
710	5	ADDED ENTRY--CORPORATE NAME (R)	Institution to which field applies (NR)
710	6	ADDED ENTRY--CORPORATE NAME (R)	Linkage (NR)
710	8	ADDED ENTRY--CORPORATE NAME (R)	Field link and sequence number (R)
710	a	ADDED ENTRY--CORPORATE NAME (R)	Corporate name or jurisdiction name as entry element (NR)
710	b	ADDED ENTRY--CORPORATE NAME (R)	Subordinate unit (R)
710	c	ADDED ENTRY--CORPORATE NAME (R)	Location of meeting (R)
710	d	ADDED ENTRY--CORPORATE NAME (R)	Date of meeting or treaty signing (R)
710	e	ADDED ENTRY--CORPORATE NAME (R)	Relator term (R)
710	f	ADDED ENTRY--CORPORATE NAME (R)	Date of a work (NR)
710	g	ADDED ENTRY--CORPORATE NAME (R)	Miscellaneous information (R)
710	h	ADDED ENTRY--CORPORATE NAME (R)	Medium (NR)
710	i	ADDED ENTRY--CORPORATE NAME (R)	Relationship information (R)
710	k	ADDED ENTRY--CORPORATE NAME (R)	Form subheading (R)
710	l	ADDED ENTRY--CORPORATE NAME (R)	Language of a work (NR)
710	m	ADDED ENTRY--CORPORATE NAME (R)	Medium of performance for music (R)
710	n	ADDED ENTRY--CORPORATE NAME (R)	Number of part/section/meeting (R)
710	o	ADDED ENTRY--CORPORATE NAME (R)	Arranged statement for music (NR)
710	p	ADDED ENTRY--CORPORATE NAME (R)	Name of part/section of a work (R)
710	r	ADDED ENTRY--CORPORATE NAME (R)	Key for music (NR)
710	s	ADDED ENTRY--CORPORATE NAME (R)	Version (R)
710	t	ADDED ENTRY--CORPORATE NAME (R)	Title of a work (NR)
710	u	ADDED ENTRY--CORPORATE NAME (R)	Affiliation (NR)
710	x	ADDED ENTRY--CORPORATE NAME (R)	International Standard Serial Number (NR)
711	0	ADDED ENTRY--MEETING NAME (R)	Authority record control number or standard number (R)
711	1	ADDED ENTRY--MEETING NAME (R)	Real World Object URI (R)
711	2	ADDED ENTRY--MEETING NAME (R)	Source of heading or term (NR)
711	3	ADDED ENTRY--MEETING NAME (R)	Materials specified (NR)
711	4	ADDED ENTRY--MEETING NAME (R)	Relationship (R)
711	5	ADDED ENTRY--MEETING NAME (R)	Institution to which field applies (NR)
711	6	ADDED ENTRY--MEETING NAME (R)	Linkage (NR)
711	8	ADDED ENTRY--MEETING NAME (R)	Field link and sequence number (R)
711	a	ADDED ENTRY--MEETING NAME (R)	Meeting name or jurisdiction name as entry element (NR)
711	b	ADDED ENTRY--MEETING NAME (R)	Number (BK CF MP MU SE VM MX) [OBSOLETE]
711	c	ADDED ENTRY--MEETING NAME (R)	Location of meeting (R)
711	d	ADDED ENTRY--MEETING NAME (R)	Date of meeting or treaty signing (R)
711	e	ADDED ENTRY--MEETING NAME (R)	Subordinate unit (R)
711	f	ADDED ENTRY--MEETING NAME (R)	Date of a work (NR)
711	g	ADDED ENTRY--MEETING NAME (R)	Miscellaneous information (R)
711	h	ADDED ENTRY--MEETING NAME (R)	Medium (NR)
711	i	ADDED ENTRY--MEETING NAME (R)	Relationship information (R)
711	j	ADDED ENTRY--MEETING NAME (R)	Relator term (R)
711	k	ADDED ENTRY--MEETING NAME (R)	Form subheading (R)
711	l	ADDED ENTRY--MEETING NAME (R)	Language of a work (NR)
711	n	ADDED ENTRY--MEETING NAME (R)	Number of part/section/meeting (R)
711	p	ADDED ENTRY--MEETING NAME (R)	Name of part/section of a work (R)
711	q	ADDED ENTRY--MEETING NAME (R)	Name of meeting following jurisdiction name entry element (NR)
711	s	ADDED ENTRY--MEETING NAME (R)	Version (R)
711	t	ADDED ENTRY--MEETING NAME (R)	Title of a work (NR)
711	u	ADDED ENTRY--MEETING NAME (R)	Affiliation (NR)
711	x	ADDED ENTRY--MEETING NAME (R)	International Standard Serial Number (NR)
715	a	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Corporate name or jurisdiction name (NR)
715	b	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Subordinate unit (R)
715	e	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Relator term (R)
715	f	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Date of a work (NR)
715	g	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Miscellaneous information (R)
715	h	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Medium (NR)
715	k	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Form subheading (R)
715	l	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Language of a work (NR)
715	m	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Medium of performance for music (R)
715	n	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Number of part/section/meeting (R)
715	o	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Arranged statement for music (NR)
715	p	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Name of part/section of a work (R)
715	r	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Key for music (NR)
715	s	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Version (NR)
715	t	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Title of a work (NR)
715	u	ADDED ENTRY--CORPORATE NAME (PERFORMING GROUP) (MU) [OBSOLETE]	Nonprinting information (NR)
720	4	ADDED ENTRY--UNCONTROLLED NAME (R)	Relationship (R)
720	6	ADDED ENTRY--UNCONTROLLED NAME (R)	Linkage (NR)
720	8	ADDED ENTRY--UNCONTROLLED NAME (R)	Field link and sequence number (R)
720	a	ADDED ENTRY--UNCONTROLLED NAME (R)	Name (NR)
720	e	ADDED ENTRY--UNCONTROLLED NAME (R)	Relator term (R)
730	0	ADDED ENTRY--UNIFORM TITLE (R)	Authority record control number or standard number (R)
730	1	ADDED ENTRY--UNIFORM TITLE (R)	Real World Object URI (R)
730	2	ADDED ENTRY--UNIFORM TITLE (R)	Source of heading or term (NR)
730	3	ADDED ENTRY--UNIFORM TITLE (R)	Materials specified (NR)
730	4	ADDED ENTRY--UNIFORM TITLE (R)	Relationship (R)
730	5	ADDED ENTRY--UNIFORM TITLE (R)	Institution to which field applies (NR)
730	6	ADDED ENTRY--UNIFORM TITLE (R)	Linkage (NR)
730	8	ADDED ENTRY--UNIFORM TITLE (R)	Field link and sequence number (R)
730	a	ADDED ENTRY--UNIFORM TITLE (R)	Uniform title (NR)
730	d	ADDED ENTRY--UNIFORM TITLE (R)	Date of treaty signing (R)
730	f	ADDED ENTRY--UNIFORM TITLE (R)	Date of a work (NR)
730	g	ADDED ENTRY--UNIFORM TITLE (R)	Miscellaneous information (R)
730	h	ADDED ENTRY--UNIFORM TITLE (R)	Medium (NR)
730	i	ADDED ENTRY--UNIFORM TITLE (R)	Relationship information (R)
730	k	ADDED ENTRY--UNIFORM TITLE (R)	Form subheading (R)
730	l	ADDED ENTRY--UNIFORM TITLE (R)	Language of a work (NR)
730	m	ADDED ENTRY--UNIFORM TITLE (R)	Medium of performance for music (R)
730	n	ADDED ENTRY--UNIFORM TITLE (R)	Number of part/section of a work (R)
730	o	ADDED ENTRY--UNIFORM TITLE (R)	Arranged statement for music (NR)
730	p	ADDED ENTRY--UNIFORM TITLE (R)	Name of part/section of a work (R)
730	r	ADDED ENTRY--UNIFORM TITLE (R)	Key for music (NR)
730	s	ADDED ENTRY--UNIFORM TITLE (R)	Version (R)
730	t	ADDED ENTRY--UNIFORM TITLE (R)	Title of a work (NR)
730	x	ADDED ENTRY--UNIFORM TITLE (R)	International Standard Serial Number (NR)
740	5	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R)	Institution to which field applies (NR)
740	6	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R)	Linkage (NR)
740	8	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R)	Field link and sequence number (R)
740	a	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R)	Uncontrolled related/analytical title (NR)
740	h	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R)	Medium (NR)
740	n	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R)	Number of part/section of a work (R)
740	p	ADDED ENTRY--UNCONTROLLED RELATED/ANALYTICAL TITLE (R)	Name of part/section of a work (R)
751	0	ADDED ENTRY--GEOGRAPHIC NAME (R)	Authority record control number or standard number (R)
751	1	ADDED ENTRY--GEOGRAPHIC NAME (R)	Real World Object URI (R)
751	2	ADDED ENTRY--GEOGRAPHIC NAME (R)	Source of heading or term (NR)
751	3	ADDED ENTRY--GEOGRAPHIC NAME (R)	Materials specified (NR)
751	4	ADDED ENTRY--GEOGRAPHIC NAME (R)	Relationship (R)
751	6	ADDED ENTRY--GEOGRAPHIC NAME (R)	Linkage (NR)
751	8	ADDED ENTRY--GEOGRAPHIC NAME (R)	Field link and sequence number (R)
751	a	ADDED ENTRY--GEOGRAPHIC NAME (R)	Geographic name (NR)
751	e	ADDED ENTRY--GEOGRAPHIC NAME (R)	Relator term (R)
751	g	ADDED ENTRY--GEOGRAPHIC NAME (R)	Miscellaneous information (R)
752	0	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Authority record control number or standard number (R)
752	1	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Real World Object URI (R)
752	2	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Source of heading or term (NR)
752	4	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Relationship (R)
752	6	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Linkage (NR)
752	8	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Field link and sequence number (R)
752	a	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Country or larger entity (R)
752	b	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	First-order political jurisdiction (NR)
752	c	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Intermediate political jurisdiction (R)
752	d	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	City (NR)
752	e	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Relator term (R)
752	f	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	City subsection (R)
752	g	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Other nonjurisdictional geographic region and feature (R)
752	h	ADDED ENTRY--HIERARCHICAL PLACE NAME (R)	Extraterrestrial area (R)
753	0	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Authority record control number or standard number (R)
753	1	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Real World Object URI (R)
753	2	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Source of term (NR)
753	6	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Linkage (NR)
753	8	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Field link and sequence number (R)
753	a	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Make and model of machine (NR)
753	b	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Programming language (NR)
753	c	SYSTEM DETAILS ACCESS TO COMPUTER FILES (R)	Operating system (NR)
754	0	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Authority record control number or standard number (R)
754	1	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Real World Object URI (R)
754	2	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Source of taxonomic identification (NR)
754	6	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Linkage (NR)
754	8	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Field link and sequence number (R)
754	a	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Taxonomic name (R)
754	c	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Taxonomic category (R)
754	d	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Common or alternative name (R)
754	x	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Non-public note (R)
754	z	ADDED ENTRY--TAXONOMIC IDENTIFICATION (R)	Public note (R)
755	2	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	Source of term (NR)
755	3	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	Materials specified (NR)
755	6	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	Linkage (NR)
755	8	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	Field link and sequence number (R)
755	a	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	Access term (NR)
755	x	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	General subdivision (R)
755	y	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	Chronological subdivision (R)
755	z	ADDED ENTRY--PHYSICAL CHARACTERISTICS (R) [OBSOLETE]	Geographic subdivision (R)
758	0	RESOURCE IDENTIFIER (R)	Authority record control number or standard number (R)
758	1	RESOURCE IDENTIFIER (R)	Real World Object URI (R)
758	2	RESOURCE IDENTIFIER (R)	Source of heading or term (NR)
758	3	RESOURCE IDENTIFIER (R)	Materials specified (NR)
758	4	RESOURCE IDENTIFIER (R)	Relationship (R)
758	5	RESOURCE IDENTIFIER (R)	Institution to which field applies (NR)
758	6	RESOURCE IDENTIFIER (R)	Linkage (NR)
758	8	RESOURCE IDENTIFIER (R)	Field link and sequence number (R)
758	a	RESOURCE IDENTIFIER (R)	Label (NR)
758	i	RESOURCE IDENTIFIER (R)	Relationship information (R)
760	4	MAIN SERIES ENTRY (R)	Relationship (R)
760	6	MAIN SERIES ENTRY (R)	Linkage (NR)
760	7	MAIN SERIES ENTRY (R)	Control subfield (NR)
760	8	MAIN SERIES ENTRY (R)	Field link and sequence number (R)
760	a	MAIN SERIES ENTRY (R)	Main entry heading (NR)
760	b	MAIN SERIES ENTRY (R)	Edition (NR)
760	c	MAIN SERIES ENTRY (R)	Qualifying information (NR)
760	d	MAIN SERIES ENTRY (R)	Place, publisher, and date of publication (NR)
760	g	MAIN SERIES ENTRY (R)	Related parts (R)
760	h	MAIN SERIES ENTRY (R)	Physical description (NR)
760	i	MAIN SERIES ENTRY (R)	Relationship information (R)
760	m	MAIN SERIES ENTRY (R)	Material-specific details (NR)
760	n	MAIN SERIES ENTRY (R)	Note (R)
760	o	MAIN SERIES ENTRY (R)	Other item identifier (R)
760	q	MAIN SERIES ENTRY (R)	Parallel title (NR) (BK SE) [OBSOLETE]
760	s	MAIN SERIES ENTRY (R)	Uniform title (NR)
760	t	MAIN SERIES ENTRY (R)	Title (NR)
760	w	MAIN SERIES ENTRY (R)	Record control number (R)
760	x	MAIN SERIES ENTRY (R)	International Standard Serial Number (NR)
760	y	MAIN SERIES ENTRY (R)	CODEN designation (NR)
762	4	SUBSERIES ENTRY (R)	Relationship (R)
762	6	SUBSERIES ENTRY (R)	Linkage (NR)
762	7	SUBSERIES ENTRY (R)	Control subfield (NR)
762	8	SUBSERIES ENTRY (R)	Field link and sequence number (R)
762	a	SUBSERIES ENTRY (R)	Main entry heading (NR)
762	b	SUBSERIES ENTRY (R)	Edition (NR)
762	c	SUBSERIES ENTRY (R)	Qualifying information (NR)
762	d	SUBSERIES ENTRY (R)	Place, publisher, and date of publication (NR)
762	g	SUBSERIES ENTRY (R)	Related parts (R)
762	h	SUBSERIES ENTRY (R)	Physical description (NR)
762	i	SUBSERIES ENTRY (R)	Relationship information (R)
762	m	SUBSERIES ENTRY (R)	Material-specific details (NR)
762	n	SUBSERIES ENTRY (R)	Note (R)
762	o	SUBSERIES ENTRY (R)	Other item identifier (R)
762	q	SUBSERIES ENTRY (R)	Parallel title (NR) (BK SE) [OBSOLETE]
762	s	SUBSERIES ENTRY (R)	Uniform title (NR)
762	t	SUBSERIES ENTRY (R)	Title (NR)
762	w	SUBSERIES ENTRY (R)	Record control number (R)
762	x	SUBSERIES ENTRY (R)	International Standard Serial Number (NR)
762	y	SUBSERIES ENTRY (R)	CODEN designation (NR)
765	4	ORIGINAL LANGUAGE ENTRY (R)	Relationship (R)
765	6	ORIGINAL LANGUAGE ENTRY (R)	Linkage (NR)
765	7	ORIGINAL LANGUAGE ENTRY (R)	Control subfield (NR)
765	8	ORIGINAL LANGUAGE ENTRY (R)	Field link and sequence number (R)
765	a	ORIGINAL LANGUAGE ENTRY (R)	Main entry heading (NR)
765	b	ORIGINAL LANGUAGE ENTRY (R)	Edition (NR)
765	c	ORIGINAL LANGUAGE ENTRY (R)	Qualifying information (NR)
765	d	ORIGINAL LANGUAGE ENTRY (R)	Place, publisher, and date of publication (NR)
765	g	ORIGINAL LANGUAGE ENTRY (R)	Related parts (R)
765	h	ORIGINAL LANGUAGE ENTRY (R)	Physical description (NR)
765	i	ORIGINAL LANGUAGE ENTRY (R)	Relationship information (R)
765	k	ORIGINAL LANGUAGE ENTRY (R)	Series data for related item (R)
765	m	ORIGINAL LANGUAGE ENTRY (R)	Material-specific details (NR)
765	n	ORIGINAL LANGUAGE ENTRY (R)	Note (R)
765	o	ORIGINAL LANGUAGE ENTRY (R)	Other item identifier (R)
765	q	ORIGINAL LANGUAGE ENTRY (R)	Parallel title (NR) (BK SE) [OBSOLETE]
765	r	ORIGINAL LANGUAGE ENTRY (R)	Report number (R)
765	s	ORIGINAL LANGUAGE ENTRY (R)	Uniform title (NR)
765	t	ORIGINAL LANGUAGE ENTRY (R)	Title (NR)
765	u	ORIGINAL LANGUAGE ENTRY (R)	Standard Technical Report Number (NR)
765	w	ORIGINAL LANGUAGE ENTRY (R)	Record control number (R)
765	x	ORIGINAL LANGUAGE ENTRY (R)	International Standard Serial Number (NR)
765	y	ORIGINAL LANGUAGE ENTRY (R)	CODEN designation (NR)
765	z	ORIGINAL LANGUAGE ENTRY (R)	International Standard Book Number (R)
767	4	TRANSLATION ENTRY (R)	Relationship (R)
767	6	TRANSLATION ENTRY (R)	Linkage (NR)
767	7	TRANSLATION ENTRY (R)	Control subfield (NR)
767	8	TRANSLATION ENTRY (R)	Field link and sequence number (R)
767	a	TRANSLATION ENTRY (R)	Main entry heading (NR)
767	b	TRANSLATION ENTRY (R)	Edition (NR)
767	c	TRANSLATION ENTRY (R)	Qualifying information (NR)
767	d	TRANSLATION ENTRY (R)	Place, publisher, and date of publication (NR)
767	g	TRANSLATION ENTRY (R)	Related parts (R)
767	h	TRANSLATION ENTRY (R)	Physical description (NR)
767	i	TRANSLATION ENTRY (R)	Relationship information (R)
767	k	TRANSLATION ENTRY (R)	Series data for related item (R)
767	m	TRANSLATION ENTRY (R)	Material-specific details (NR)
767	n	TRANSLATION ENTRY (R)	Note (R)
767	o	TRANSLATION ENTRY (R)	Other item identifier (R)
767	q	TRANSLATION ENTRY (R)	Parallel title (NR) (BK SE) [OBSOLETE]
767	r	TRANSLATION ENTRY (R)	Report number (R)
767	s	TRANSLATION ENTRY (R)	Uniform title (NR)
767	t	TRANSLATION ENTRY (R)	Title (NR)
767	u	TRANSLATION ENTRY (R)	Standard Technical Report Number (NR)
767	w	TRANSLATION ENTRY (R)	Record control number (R)
767	x	TRANSLATION ENTRY (R)	International Standard Serial Number (NR)
767	y	TRANSLATION ENTRY (R)	CODEN designation (NR)
767	z	TRANSLATION ENTRY (R)	International Standard Book Number (R)
770	4	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Relationship (R)
770	6	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Linkage (NR)
770	7	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Control subfield (NR)
770	8	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Field link and sequence number (R)
770	a	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Main entry heading (NR)
770	b	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Edition (NR)
770	c	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Qualifying information (NR)
770	d	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Place, publisher, and date of publication (NR)
770	g	SUPPLEMENT/SPECIAL ISSUE ENTRY (R)	Related parts (R)
